"Внешний код";"Наименование элемента";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена"""
"00-00013572";"Шинопровод накладной SY-LINK";"013572";"LUMKER";"Светильники";"Трековые системы";"Магнитная система SY-LINK";"7207.00";"RUB"
"00-00003588";"Шинопровод низковольтный SY";"003588";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4413.00";"RUB"
"00-00003587";"Шинопровод низковольтный SY";"003587";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"5522.00";"RUB"
"00-00004164";"Шинопровод низковольтный SY";"004164";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"4967.00";"RUB"
"00-00004734";"Шинопровод низковольтный SY";"004734";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"7976.00";"RUB"
"00-00004735";"Шинопровод низковольтный SY";"004735";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"0.00";"RUB"
"00-00005794";"Шинопровод низковольтный SY";"005794";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"10561.00";"RUB"
"00-00009893";"Шинопровод низковольтный SY";"009893";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"10561.00";"RUB"
"00-00009891";"Шинопровод низковольтный SY";"009891";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"7976.00";"RUB"
"00-00010538";"Шинопровод низковольтный SY";"010538";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"7976.00";"RUB"
"00-00010540";"Шинопровод низковольтный SY";"010540";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"10561.00";"RUB"
"00-00013252";"Шинопровод низковольтный SY";"013252";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"7976.00";"RUB"
"00-00013254";"Шинопровод низковольтный SY";"013254";"DesignLed";"Светильники";"Трековые системы";"Низковольтная трековая система SY";"10561.00";"RUB"
"00-00003728";"Шинопровод однофазный";"003728";"DesignLed";"Светильники";"Трековые системы";"Однофазные трековые системы";"1652.00";"RUB"
"00-00003729";"Шинопровод однофазный";"003729";"DesignLed";"Светильники";"Трековые системы";"Однофазные трековые системы";"1652.00";"RUB"
"00-00004906";"Шинопровод однофазный встраиваемый";"004906";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3363.00";"RUB"
"00-00004907";"Шинопровод однофазный встраиваемый";"004907";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"3363.00";"RUB"
"09-00900064";"Шинопровод однофазный накладной";"900064";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1180.00";"RUB"
"09-00900063";"Шинопровод однофазный накладной";"900063";"SWG";"Светильники";"Трековые системы";"Однофазные трековые системы";"1180.00";"RUB"
"00-00004391";"Шинопровод трехфазный";"004391";"DesignLed";"Светильники";"Трековые системы";"Трехфазные трековые системы";"5557.00";"RUB"
"00-00005448";"Шинопровод трехфазный";"005448";"DesignLed";"Светильники";"Трековые системы";"Трехфазные трековые системы";"5557.00";"RUB"
"00-00007502";"Шлюз EASYBUS на DALI, 12/24В";"007502";"EasyDim";"Управление светом";"Беспроводная система Easybus";"";"8354.00";"RUB"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"DALI Easybus";"";""
"00-00007492";"Шлюз EASYBUS на DALI/0-10V с встроенным реле на 220В";"007492";"EasyDim";"Управление светом";"Беспроводная система Easybus";"";"8083.00";"RUB"
